x xuv xdv xubar xdbar xgl
0.001 1.49951 1.46755 1.42633 1.4474 25.3147
0.00103532 1.48509 1.45289 1.41087 1.4322 24.8969
0.00107189 1.4708 1.43837 1.39554 1.41713 24.4842
0.00110975 1.45666 1.42399 1.38034 1.40219 24.0765
0.00114895 1.44266 1.40975 1.36526 1.38738 23.6738
0.00118953 1.4288 1.39566 1.35031 1.37269 23.276
0.00123155 1.41509 1.38171 1.3355 1.35812 22.8832
0.00127505 1.40152 1.36789 1.3208 1.34369 22.4952
0.00132009 1.38809 1.35422 1.30624 1.32938 22.1121
0.00136672 1.3748 1.34069 1.2918 1.31519 21.7338
0.00141499 1.36166 1.32731 1.27749 1.30113 21.3602
0.00146497 1.34867 1.31406 1.2633 1.28719 20.9913
0.00151672 1.33582 1.30095 1.24925 1.27338 20.6272
0.00157029 1.32311 1.28799 1.23531 1.25968 20.2677
0.00162576 1.31054 1.27517 1.22151 1.24612 19.9127
0.00168318 1.29812 1.26248 1.20783 1.23267 19.5624
0.00174263 1.28585 1.24994 1.19427 1.21934 19.2166
0.00180419 1.27372 1.23754 1.18085 1.20613 18.8753
0.00186791 1.26173 1.22528 1.16754 1.19305 18.5385
0.00193389 1.24989 1.21315 1.15436 1.18008 18.2061
0.0020022 1.23819 1.20117 1.1413 1.16723 17.878
0.00207292 1.22664 1.18932 1.12837 1.15449 17.5543
0.00214614 1.21523 1.17761 1.11556 1.14188 17.235
0.00222195 1.20397 1.16604 1.10288 1.12937 16.9199
0.00230043 1.19285 1.15461 1.09031 1.11698 16.609
0.00238169 1.18187 1.14331 1.07787 1.10471 16.3023
0.00246581 1.17105 1.13215 1.06555 1.09254 15.9998
0.00255291 1.16036 1.12113 1.05334 1.08049 15.7015
0.00264308 1.14982 1.11024 1.04126 1.06854 15.4072
0.00273644 1.13943 1.09948 1.0293 1.05671 15.1169
0.0028331 1.12918 1.08886 1.01746 1.04498 14.8307
0.00293317 1.11907 1.07837 1.00573 1.03335 14.5484
0.00303677 1.10911 1.06801 0.994123 1.02183 14.2701
0.00314404 1.0993 1.05778 0.982631 1.01041 13.9957
0.00325509 1.08963 1.04769 0.971256 0.999094 13.7252
0.00337006 1.0801 1.03772 0.959995 0.987876 13.4585
0.0034891 1.07072 1.02787 0.948849 0.976756 13.1956
0.00361234 1.06148 1.01816 0.937817 0.965732 12.9364
0.00373994 1.05239 1.00857 0.926897 0.954802 12.681
0.00387204 1.04344 0.999107 0.916089 0.943964 12.4292
0.00400881 1.03463 0.989766 0.905392 0.933218 12.1811
0.0041504 1.02597 0.980547 0.894805 0.92256 11.9366
0.004297 1.01745 0.971448 0.884328 0.911989 11.6957
0.00444878 1.00908 0.962469 0.873958 0.901503 11.4584
0.00460592 1.00085 0.953608 0.863695 0.891099 11.2245
0.00476861 0.992761 0.944863 0.853539 0.880776 10.9942
0.00493705 0.984817 0.936233 0.843487 0.870531 10.7672
0.00511143 0.977016 0.927716 0.833539 0.860363 10.5437
0.00529198 0.969358 0.919311 0.823694 0.850268 10.3236
0.0054789 0.961843 0.911016 0.81395 0.840245 10.1067
0.00567243 0.95447 0.902828 0.804307 0.83029 9.89323
0.00587279 0.94724 0.894747 0.794762 0.820402 9.68298
0.00608022 0.940151 0.88677 0.785316 0.810578 9.47597
0.00629499 0.933205 0.878895 0.775965 0.800815 9.27216
0.00651734 0.9264 0.871121 0.76671 0.79111 9.07152
0.00674754 0.919735 0.863445 0.757548 0.781461 8.87401
0.00698588 0.913212 0.855864 0.748479 0.771866 8.6796
0.00723263 0.90683 0.848378 0.7395 0.76232 8.48827
0.0074881 0.900588 0.840982 0.73061 0.752822 8.29997
0.0077526 0.894485 0.833676 0.721808 0.743368 8.11467
0.00802643 0.888522 0.826457 0.713092 0.733955 7.93235
0.00830994 0.882698 0.819321 0.704461 0.72458 7.75297
0.00860346 0.877013 0.812268 0.695912 0.715241 7.57649
0.00890735 0.871465 0.805293 0.687444 0.705934 7.40289
0.00922198 0.866055 0.798395 0.679055 0.696656 7.23214
0.00954772 0.860782 0.79157 0.670743 0.687403 7.06421
0.00988496 0.855646 0.784817 0.662507 0.678173 6.89905
0.0102341 0.850645 0.778131 0.654345 0.668962 6.73665
0.0105956 0.84578 0.771511 0.646254 0.659768 6.57698
0.0109699 0.841049 0.764954 0.638233 0.650586 6.41999
0.0113573 0.836451 0.758455 0.630279 0.641414 6.26567
0.0117585 0.831986 0.752014 0.62239 0.632248 6.11398
0.0121738 0.827653 0.745625 0.614565 0.623086 5.9649
0.0126038 0.823451 0.739288 0.606801 0.613924 5.81839
0.013049 0.819379 0.732998 0.599096 0.604758 5.67443
0.0135099 0.815437 0.726752 0.591447 0.595587 5.53298
0.0139871 0.811621 0.720548 0.583853 0.586406 5.39402
0.0144812 0.807933 0.714382 0.57631 0.577213 5.25752
0.0149927 0.80437 0.708252 0.568817 0.568005 5.12346
0.0155223 0.800931 0.702154 0.561371 0.55878 4.99179
0.0160705 0.797615 0.696086 0.553969 0.549534 4.86251
0.0166382 0.794419 0.690044 0.546609 0.540265 4.73557
0.0172259 0.791344 0.684026 0.539289 0.530971 4.61095
0.0178343 0.788386 0.678029 0.532005 0.52165 4.48863
0.0184642 0.785544 0.67205 0.524755 0.512299 4.36858
0.0191164 0.782816 0.666087 0.517537 0.502916 4.25077
0.0197917 0.7802 0.660136 0.510347 0.493501 4.13518
0.0204907 0.777695 0.654196 0.503184 0.484051 4.02177
0.0212145 0.775297 0.648265 0.496043 0.474566 3.91053
0.0219639 0.773004 0.642339 0.488924 0.465045 3.80142
0.0227397 0.770814 0.636418 0.481821 0.455486 3.69443
0.0235429 0.768725 0.630499 0.474734 0.445891 3.58953
0.0243744 0.766733 0.62458 0.467659 0.436258 3.48669
0.0252354 0.764835 0.618661 0.460594 0.426589 3.38588
0.0261268 0.763029 0.612739 0.453535 0.416884 3.28709
0.0270496 0.761311 0.606813 0.44648 0.407145 3.19029
0.028005 0.759678 0.600884 0.439426 0.397373 3.09545
0.0289942 0.758126 0.59495 0.432371 0.38757 3.00255
0.0300184 0.756651 0.58901 0.425312 0.377738 2.91157
0.0310787 0.755251 0.583065 0.418246 0.367882 2.82248
0.0321764 0.753919 0.577115 0.411172 0.358004 2.73526
0.0333129 0.752653 0.57116 0.404086 0.348108 2.64989
0.0344896 0.751448 0.565201 0.396987 0.3382 2.56634
0.0357079 0.750298 0.559239 0.389872 0.328283 2.48458
0.0369691 0.749199 0.553274 0.382739 0.318364 2.40461
0.0382749 0.748147 0.547309 0.375586 0.308449 2.32639
0.0396269 0.747134 0.541346 0.368411 0.298544 2.2499
0.0410266 0.746157 0.535385 0.361214 0.288657 2.17511
0.0424757 0.745209 0.529429 0.353991 0.278796 2.10202
0.043976 0.744284 0.523482 0.346743 0.268968 2.03059
0.0455294 0.743376 0.517544 0.339468 0.259183 1.9608
0.0471375 0.742478 0.51162 0.332165 0.24945 1.89263
0.0488025 0.741583 0.505711 0.324835 0.239779 1.82606
0.0505263 0.740685 0.499821 0.317475 0.23018 1.76107
0.052311 0.739776 0.493954 0.310087 0.220664 1.69763
