x xuv xdv xubar xdbar xgl
0.001 1.16233 1.13288 1.09763 1.11797 16.9124
0.00103532 1.15408 1.12444 1.08847 1.10911 16.6964
0.00107189 1.14589 1.11606 1.07935 1.1003 16.4818
0.00110975 1.13775 1.10774 1.07028 1.09153 16.2688
0.00114895 1.12968 1.09947 1.06125 1.08281 16.0572
0.00118953 1.12166 1.09127 1.05227 1.07413 15.8471
0.00123155 1.1137 1.08313 1.04334 1.06551 15.6385
0.00127505 1.1058 1.07505 1.03446 1.05693 15.4314
0.00132009 1.09796 1.06703 1.02562 1.0484 15.2258
0.00136672 1.09019 1.05908 1.01683 1.03992 15.0218
0.00141499 1.08248 1.05119 1.00809 1.03148 14.8192
0.00146497 1.07484 1.04336 0.999398 1.0231 14.6181
0.00151672 1.06726 1.0356 0.990758 1.01477 14.4186
0.00157029 1.05974 1.02791 0.982168 1.00648 14.2206
0.00162576 1.05229 1.02028 0.97363 0.998252 14.0242
0.00168318 1.04492 1.01272 0.965143 0.99007 13.8292
0.00174263 1.0376 1.00523 0.956708 0.981938 13.6359
0.00180419 1.03036 0.997806 0.948326 0.973858 13.444
0.00186791 1.02319 0.990451 0.939997 0.965828 13.2537
0.00193389 1.01609 0.983165 0.931721 0.957848 13.065
0.0020022 1.00906 0.975949 0.923498 0.949919 12.8778
0.00207292 1.0021 0.968803 0.91533 0.942041 12.6922
0.00214614 0.995217 0.961728 0.907216 0.934214 12.5081
0.00222195 0.988407 0.954724 0.899156 0.926437 12.3256
0.00230043 0.981671 0.947791 0.891151 0.918709 12.1446
0.00238169 0.97501 0.940929 0.883202 0.911032 11.9652
0.00246581 0.968425 0.93414 0.875307 0.903405 11.7874
0.00255291 0.961917 0.927422 0.867468 0.895826 11.6111
0.00264308 0.955486 0.920777 0.859685 0.888296 11.4364
0.00273644 0.949133 0.914204 0.851957 0.880815 11.2632
0.0028331 0.942859 0.907703 0.844286 0.873381 11.0916
0.00293317 0.936664 0.901275 0.83667 0.865995 10.9215
0.00303677 0.93055 0.894919 0.82911 0.858655 10.753
0.00314404 0.924516 0.888636 0.821607 0.851362 10.5861
0.00325509 0.918564 0.882425 0.814159 0.844113 10.4207
0.00337006 0.912693 0.876287 0.806768 0.836909 10.2568
0.0034891 0.906906 0.87022 0.799433 0.829749 10.0946
0.00361234 0.901202 0.864225 0.792153 0.822631 9.93381
0.00373994 0.895582 0.858302 0.784929 0.815555 9.77462
0.00387204 0.890047 0.85245 0.777761 0.808519 9.61696
0.00400881 0.884597 0.846669 0.770649 0.801523 9.46085
0.0041504 0.879233 0.840958 0.763592 0.794565 9.30627
0.004297 0.873956 0.835317 0.75659 0.787645 9.15322
0.00444878 0.868766 0.829745 0.749643 0.78076 9.00171
0.00460592 0.863664 0.824242 0.742751 0.773909 8.85172
0.00476861 0.85865 0.818807 0.735912 0.767092 8.70325
0.00493705 0.853726 0.813439 0.729128 0.760305 8.5563
0.00511143 0.848891 0.808137 0.722397 0.753549 8.41087
0.00529198 0.844147 0.802901 0.715719 0.74682 8.26695
0.0054789 0.839493 0.79773 0.709094 0.740118 8.12453
0.00567243 0.834931 0.792622 0.702521 0.733439 7.98361
0.00587279 0.830461 0.787576 0.696 0.726784 7.84419
0.00608022 0.826083 0.782592 0.689529 0.720149 7.70626
0.00629499 0.821799 0.777667 0.683109 0.713532 7.56982
0.00651734 0.817608 0.772802 0.676738 0.706931 7.43485
0.00674754 0.813511 0.767993 0.670416 0.700344 7.30136
0.00698588 0.809509 0.763241 0.664142 0.693769 7.16935
0.00723263 0.805603 0.758542 0.657916 0.687203 7.0388
0.0074881 0.801792 0.753897 0.651736 0.680643 6.9097
0.0077526 0.798077 0.749302 0.645602 0.674087 6.78206
0.00802643 0.794459 0.744756 0.639513 0.667533 6.65587
0.00830994 0.790938 0.740257 0.633467 0.660977 6.53112
0.00860346 0.787515 0.735803 0.627463 0.654417 6.40781
0.00890735 0.784189 0.731393 0.621501 0.64785 6.28592
0.00922198 0.780962 0.727024 0.61558 0.641273 6.16546
0.00954772 0.777834 0.722693 0.609697 0.634682 6.04641
0.00988496 0.774804 0.718399 0.603853 0.628076 5.92878
0.0102341 0.771874 0.714139 0.598045 0.62145 5.81255
0.0105956 0.769044 0.709911 0.592272 0.614801 5.69771
0.0109699 0.766313 0.705712 0.586532 0.608126 5.58427
0.0113573 0.763682 0.70154 0.580825 0.601422 5.47221
0.0117585 0.761151 0.697392 0.575148 0.594685 5.36153
0.0121738 0.758721 0.693265 0.5695 0.587912 5.25222
0.0126038 0.756391 0.689156 0.56388 0.581099 5.14428
0.013049 0.754161 0.685064 0.558285 0.574244 5.03769
0.0135099 0.752032 0.680984 0.552713 0.567342 4.93245
0.0139871 0.750003 0.676914 0.547163 0.560391 4.82856
0.0144812 0.748074 0.672852 0.541633 0.553386 4.726
0.0149927 0.746245 0.668793 0.536121 0.546324 4.62477
0.0155223 0.744516 0.664736 0.530625 0.539202 4.52487
0.0160705 0.742886 0.660676 0.525142 0.532017 4.42628
0.0166382 0.741355 0.656612 0.51967 0.524765 4.32899
