x xuv xdv xubar xdbar xgl
0.001 1.59962 1.56692 1.52411 1.5453 27.4955
0.00103532 1.58315 1.5502 1.50657 1.52801 27.0194
0.00107189 1.56685 1.53365 1.48919 1.51088 26.5496
0.00110975 1.55072 1.51727 1.47197 1.49391 26.086
0.00114895 1.53477 1.50107 1.45491 1.47709 25.6285
0.00118953 1.519 1.48504 1.43801 1.46044 25.177
0.00123155 1.5034 1.46918 1.42127 1.44394 24.7316
0.00127505 1.48797 1.4535 1.40469 1.4276 24.2922
0.00132009 1.47272 1.43798 1.38826 1.41141 23.8587
0.00136672 1.45764 1.42264 1.37199 1.39537 23.4311
0.00141499 1.44273 1.40747 1.35588 1.37949 23.0092
0.00146497 1.428 1.39247 1.33992 1.36376 22.5931
0.00151672 1.41344 1.37763 1.32412 1.34819 22.1827
0.00157029 1.39906 1.36297 1.30847 1.33276 21.778
0.00162576 1.38485 1.34848 1.29298 1.31748 21.3789
0.00168318 1.37081 1.33415 1.27764 1.30235 20.9853
0.00174263 1.35694 1.31999 1.26245 1.28737 20.5971
0.00180419 1.34324 1.306 1.24742 1.27254 20.2145
0.00186791 1.32972 1.29217 1.23253 1.25785 19.8371
0.00193389 1.31637 1.27851 1.2178 1.24331 19.4652
0.0020022 1.30319 1.26502 1.20322 1.2289 19.0985
0.00207292 1.29018 1.25168 1.18878 1.21464 18.737
0.00214614 1.27734 1.23851 1.1745 1.20052 18.3807
0.00222195 1.26467 1.22551 1.16036 1.18654 18.0295
0.00230043 1.25218 1.21266 1.14637 1.1727 17.6834
0.00238169 1.23985 1.19998 1.13253 1.15899 17.3423
0.00246581 1.22769 1.18745 1.11883 1.14542 17.0061
0.00255291 1.2157 1.17508 1.10527 1.13198 16.6749
0.00264308 1.20388 1.16287 1.09186 1.11867 16.3486
0.00273644 1.19223 1.15082 1.07859 1.10549 16.027
0.0028331 1.18074 1.13892 1.06546 1.09244 15.7102
0.00293317 1.16943 1.12718 1.05247 1.07952 15.3982
0.00303677 1.15828 1.11559 1.03962 1.06672 15.0908
0.00314404 1.1473 1.10415 1.02691 1.05405 14.788
0.00325509 1.13648 1.09286 1.01434 1.0415 14.4898
0.00337006 1.12583 1.08172 1.0019 1.02906 14.1961
0.0034891 1.11535 1.07073 0.989597 1.01675 13.9068
0.00361234 1.10503 1.05989 0.977429 1.00455 13.622
0.00373994 1.09488 1.04919 0.965394 0.992462 13.3416
0.00387204 1.08489 1.03863 0.95349 0.980487 13.0655
0.00400881 1.07507 1.02822 0.941717 0.968621 12.7936
0.0041504 1.06541 1.01794 0.930074 0.956862 12.526
0.004297 1.05591 1.00781 0.918558 0.945209 12.2626
0.00444878 1.04658 0.997812 0.907169 0.933657 12.0033
0.00460592 1.03741 0.98795 0.895906 0.922207 11.7481
0.00476861 1.0284 0.978222 0.884767 0.910853 11.497
0.00493705 1.01955 0.968625 0.87375 0.899596 11.2499
0.00511143 1.01086 0.959158 0.862855 0.888431 11.0067
0.00529198 1.00234 0.94982 0.852079 0.877356 10.7674
0.0054789 0.993972 0.940607 0.841422 0.866369 10.532
0.00567243 0.985766 0.931517 0.830882 0.855467 10.3004
0.00587279 0.977719 0.92255 0.820458 0.844647 10.0726
0.00608022 0.969831 0.913702 0.810147 0.833906 9.84851
0.00629499 0.962101 0.904971 0.799949 0.823242 9.62812
0.00651734 0.954528 0.896355 0.789861 0.812652 9.41139
0.00674754 0.947112 0.887851 0.779882 0.802132 9.19825
0.00698588 0.939852 0.879458 0.77001 0.79168 8.98868
0.00723263 0.932747 0.871172 0.760244 0.781293 8.78264
0.0074881 0.925798 0.862991 0.750582 0.770968 8.58007
0.0077526 0.919002 0.854913 0.741022 0.760701 8.38094
0.00802643 0.912361 0.846935 0.731562 0.75049 8.18521
0.00830994 0.905871 0.839053 0.722199 0.74033 7.99283
0.00860346 0.899534 0.831267 0.712934 0.73022 7.80377
0.00890735 0.893348 0.823571 0.703762 0.720156 7.61799
0.00922198 0.887313 0.815965 0.694683 0.710134 7.43544
0.00954772 0.881426 0.808444 0.685694 0.700152 7.2561
0.00988496 0.875689 0.801006 0.676794 0.690205 7.07991
0.0102341 0.870098 0.793648 0.667979 0.680292 6.90684
0.0105956 0.864655 0.786368 0.659248 0.670408 6.73685
0.0109699 0.859357 0.779161 0.650599 0.660549 6.56991
0.0113573 0.854203 0.772024 0.642029 0.650714 6.40598
0.0117585 0.849193 0.764956 0.633537 0.640899 6.24501
0.0121738 0.844325 0.757952 0.625119 0.6311 6.08698
0.0126038 0.839598 0.751009 0.616773 0.621314 5.93184
0.013049 0.83501 0.744125 0.608498 0.611539 5.77957
0.0135099 0.830561 0.737296 0.60029 0.60177 5.63011
0.0139871 0.826248 0.730519 0.592147 0.592006 5.48345
0.0144812 0.82207 0.723791 0.584066 0.582244 5.33954
0.0149927 0.818026 0.717109 0.576046 0.57248 5.19835
0.0155223 0.814114 0.71047 0.568083 0.562711 5.05985
0.0160705 0.810332 0.703871 0.560174 0.552936 4.92399
0.0166382 0.806679 0.697309 0.552317 0.543153 4.79075
0.0172259 0.803151 0.69078 0.54451 0.533357 4.6601
0.0178343 0.799748 0.684283 0.53675 0.523549 4.53199
0.0184642 0.796468 0.677814 0.529033 0.513725 4.4064
0.0191164 0.793307 0.671371 0.521357 0.503884 4.2833
0.0197917 0.790263 0.664951 0.51372 0.494025 4.16265
0.0204907 0.787335 0.658551 0.506118 0.484147 4.04441
0.0212145 0.784519 0.652171 0.498548 0.474248 3.92857
0.0219639 0.781813 0.645806 0.491009 0.464328 3.81508
0.0227397 0.779214 0.639456 0.483497 0.454386 3.70392
0.0235429 0.776719 0.633118 0.476009 0.444423 3.59506
0.0243744 0.774325 0.626791 0.468542 0.434439 3.48846
0.0252354 0.772028 0.620473 0.461094 0.424434 3.3841
0.0261268 0.769826 0.614164 0.453663 0.41441 3.28194
0.0270496 0.767714 0.607861 0.446244 0.404368 3.18195
0.028005 0.765689 0.601564 0.438836 0.394309 3.08411
0.0289942 0.763746 0.595273 0.431436 0.384237 2.98839
